0,729050605;1,641564585;4,24771637;9,072314048;6,547511282;5,049550295;2,793090326;1,771086173;1,171524916;1,16660926;0,306651538;0,455272208
1,260831036;1,365514143;3,892183483;8,671215343;6,306483742;5,383368348;3,064152511;1,974617037;1,210817558;1,596390127;0,881507448;0,295092181
0,387408684;1,927384363;4,048903697;8,212868506;5,779171885;5,136372394;3,212195416;1,599612605;1,183995374;1,298323863;0,784070871;0,120273251
0,720991864;1,558274552;4,267357205;8,962677922;5,666672966;5,999232023;3,20158638;1,559676608;1,457545518;1,66146839;0,963217379;0,314003183
1,158994622;1,625033505;4,31514744;8,929234006;5,89179637;5,682277784;2,999887185;1,516976149;1,244927585;1,436424245;1,029447797;0,661888208
1,052701827;1,897381986;4,51350585;8,216644794;5,719166363;5,277237418;2,55059066;2,007136368;0,997940654;1,117040885;0,864574719;0,717505819
0,390653776;1,348039979;4,156172035;8,405750774;6,373708699;5,852607998;2,641810878;2,034082951;1,280144782;1,146149279;0,376953683;0,361422823
0,848971083;1,674774623;4,272132598;8,327666001;6,435376392;5,548542564;2,916465131;2,032947971;1,102214047;1,641916424;0,536203208;0,717240829
0,50239124;1,950477939;4,099000139;8,714348061;5,723302205;5,057543395;2,441702266;2,111977083;1,656933229;1,716896038;0,276249715;0,673780726
1,283986528;1,69593221;4,498109939;8,575989852;6,484380782;5,812603335;2,580411865;1,310627309;1,141198522;0,997337044;1,203166799;0,717149171
1,347035893;1,652282277;4,228999338;8,661790996;5,933511801;5,807323619;3,13813204;1,894641893;1,701198415;1,026147073;0,505221506;0,053338609
0,464107573;1,659790199;3,896713476;8,475347542;6,367491791;5,021609471;2,660607623;1,749574673;1,5839318;1,09095637;0,938989191;0,21153659
1,042244525;1,491440297;4,619885522;8,867507257;6,160839295;5,38918689;2,599633985;1,314722869;1,683579868;1,280006004;0,55912876;0,046269845
0,428061436;1,431551285;3,994321065;8,934567941;5,88952644;5,611467249;3,009893537;1,405708927;1,426227535;1,809021036;0,408951192;0,437539625
0,651781172;2,2078494;4,758545605;8,964410752;6,265581102;5,716092108;3,156069444;1,694808571;1,058387466;1,190681425;0,411765996;0,852137713
